id,review_title,score,phrase,reviewer,reviewed_on,review_date,review_id,review_url,game_title,release_date,platform,genre,features,franchise,developer,publisher,game_id,game_url
1184,Balloon Kid Review,7.5,good,Lucas M. Thomas,,2011-11-04,5c7eac3d-37d9-4e21-828f-c77e2929d366,/articles/2011/11/04/balloon-kid-review,Balloon Kid,1990-10-01,"['Game Boy', 'Nintendo 3DS']",Platformer,,,Nintendo R&D1,Nintendo,a90cf2c0-92a1-4ecb-bdb1-fdc1fff39bb9,/games/balloon-kid
1185,Balloon Pop Festival Review,7,good,Lucas M. Thomas,,2010-07-24,aa394736-08c8-4ff8-b3e0-b6bbd7d64a31,/articles/2010/07/24/balloon-pop-festival-review,Balloon Pop Festival,2010-07-12,Wii,Simulation,Number Of Players,,UFO Interactive,UFO Interactive,4baa151d-2174-4a0d-bf66-a098c1cff696,/games/balloon-pop-festival
1186,Balloon Pop Review,4.7,bad,Daemon Hatfield,,2008-03-04,425c7a9e-47ce-489e-8673-3a7a33686856,/articles/2008/03/04/balloon-pop-review,Balloon Pop,2008-02-19,"['Wii', 'Nintendo DS']",Puzzle,"['Number Of Players', 'Local - VS # of Players']",,Dreams,UFO Interactive,2a57fa6a-7a9d-43a4-8993-fa8cd58fd534,/games/balloon-pop
1187,Balls of Fury Review,6.5,okay,Craig Harris,,2007-10-09,d3728ab3-a83b-4251-930f-a0e7784e67cf,/articles/2007/10/09/balls-of-fury-review-5,Balls of Fury,2007-09-04,"['Nintendo DS', 'Wii']",Sports,Number Of Players,,Black Lantern Studios,ZOO  Digital,0a367ebd-e650-43fb-9e8f-a1eb4bb665b7,/games/balls-of-fury
1188,Balls of Fury Review,1.2,unbearable,Matt Casamassina,,2007-10-16,e03d0f72-70c6-42cb-8a7d-8735021f027c,/articles/2007/10/16/balls-of-fury-review-4,Balls of Fury,2007-09-04,"['Nintendo DS', 'Wii']",Sports,Number Of Players,,Black Lantern Studios,ZOO  Digital,0a367ebd-e650-43fb-9e8f-a1eb4bb665b7,/games/balls-of-fury
1189,Banana Kong Review,6,okay,Justin Davis,,2013-01-30,31b4c2ee-6e8c-4674-b9fa-46705aef7a53,/articles/2013/01/30/banana-kong-review,Banana Kong,2012-01-24,iPhone,Platformer,Number Of Players,,,FDG Entertainment,3319adab-8c73-490e-9184-f7e69b6f99fe,/games/banana-kong
1190,BandFuse: Rock Legends Review,8.2,great,Steve Butts,,2014-02-20,6ee70282-1999-443d-ab75-6ab62b0370d7,/articles/2014/02/20/bandfuse-rock-legends-review,BandFuse: Rock Legends,2013-11-19,"['Xbox 360', 'PlayStation 3']",Music,,,Realta Entertainment Group,Mastiff,776fc241-4f7c-45b5-9811-d4f987de2014,/games/bandfuse-rock-legends-2013
1191,Band Hero (Band Kit) Review,5,mediocre,Greg Miller,,2009-11-04,ca4e1741-c7c3-4a3c-9991-c39a0aaeca35,/articles/2009/11/04/band-hero-band-kit-review,Band Hero,2009-11-03,"['Wii', 'Nintendo DS', 'Xbox 360', 'PlayStation 2', 'PlayStation 3']",Music,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Local - Co-Op # of Players', 'Personal Avatar']",Guitar Hero,"['Vicarious Visions', 'Budcat Creations']",Activision,320697b7-6d8f-44db-ab43-8a6b10f027f6,/games/band-hero
1192,Band Hero (Band Kit) Review,7.9,good,,,2009-11-03,e3e2f6d7-e419-4f91-b3c7-46e9c0c3770e,/articles/2009/11/03/band-hero-band-kit-review-2,Band Hero,2009-11-03,"['Wii', 'Nintendo DS', 'Xbox 360', 'PlayStation 2', 'PlayStation 3']",Music,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Local - Co-Op # of Players', 'Personal Avatar']",Guitar Hero,"['Vicarious Visions', 'Budcat Creations']",Activision,320697b7-6d8f-44db-ab43-8a6b10f027f6,/games/band-hero
1193,Band Hero (Band Kit) Review,7.9,good,,,2009-11-03,e5ebab6f-c2c4-4adf-987e-387d12063db3,/articles/2009/11/03/band-hero-band-kit-review-3,Band Hero,2009-11-03,"['Wii', 'Nintendo DS', 'Xbox 360', 'PlayStation 2', 'PlayStation 3']",Music,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Local - Co-Op # of Players', 'Personal Avatar']",Guitar Hero,"['Vicarious Visions', 'Budcat Creations']",Activision,320697b7-6d8f-44db-ab43-8a6b10f027f6,/games/band-hero
1194,Band Hero Review,7.9,good,,,2009-11-03,77196b95-6508-4e45-a50c-4a3f5ad54910,/articles/2009/11/03/band-hero-review-4,Band Hero,2009-11-03,"['Wii', 'Nintendo DS', 'Xbox 360', 'PlayStation 2', 'PlayStation 3']",Music,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Local - Co-Op # of Players', 'Personal Avatar']",Guitar Hero,"['Vicarious Visions', 'Budcat Creations']",Activision,320697b7-6d8f-44db-ab43-8a6b10f027f6,/games/band-hero
1195,Band Hero Review,7.9,good,,,2009-11-03,7cdd68ca-00b9-4451-b408-6c56dc4819a2,/articles/2009/11/03/band-hero-review-2,Band Hero,2009-11-03,"['Wii', 'Nintendo DS', 'Xbox 360', 'PlayStation 2', 'PlayStation 3']",Music,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Local - Co-Op # of Players', 'Personal Avatar']",Guitar Hero,"['Vicarious Visions', 'Budcat Creations']",Activision,320697b7-6d8f-44db-ab43-8a6b10f027f6,/games/band-hero
1196,Band Hero Review,7.5,good,Greg Miller,,2009-11-03,9a467013-bd0f-41d6-9b35-e35904a322e8,/articles/2009/11/03/band-hero-review-3,Band Hero,2009-11-03,"['Wii', 'Nintendo DS', 'Xbox 360', 'PlayStation 2', 'PlayStation 3']",Music,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Local - Co-Op # of Players', 'Personal Avatar']",Guitar Hero,"['Vicarious Visions', 'Budcat Creations']",Activision,320697b7-6d8f-44db-ab43-8a6b10f027f6,/games/band-hero
1197,Band Hero Review,5,mediocre,Greg Miller,,2009-11-04,a215cfa2-cdde-49b9-a866-613140ae328d,/articles/2009/11/04/band-hero-review,Band Hero,2009-11-03,"['Wii', 'Nintendo DS', 'Xbox 360', 'PlayStation 2', 'PlayStation 3']",Music,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Local - Co-Op # of Players', 'Personal Avatar']",Guitar Hero,"['Vicarious Visions', 'Budcat Creations']",Activision,320697b7-6d8f-44db-ab43-8a6b10f027f6,/games/band-hero
1198,Band Hero Wii (Band Kit) Review,8.3,great,Greg Miller,,2009-11-03,d4ca9348-5713-4718-af0c-a977a09989a6,/articles/2009/11/03/band-hero-wii-band-kit-review,Band Hero,2009-11-03,"['Wii', 'Nintendo DS', 'Xbox 360', 'PlayStation 2', 'PlayStation 3']",Music,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Local - Co-Op # of Players', 'Personal Avatar']",Guitar Hero,"['Vicarious Visions', 'Budcat Creations']",Activision,320697b7-6d8f-44db-ab43-8a6b10f027f6,/games/band-hero
1199,Band Hero Wii Review,8.3,great,Greg Miller,,2009-11-03,649b99d1-7777-425a-8cb8-8ea31c880bcb,/articles/2009/11/03/band-hero-wii-review,Band Hero,2009-11-03,"['Wii', 'Nintendo DS', 'Xbox 360', 'PlayStation 2', 'PlayStation 3']",Music,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Local - Co-Op # of Players', 'Personal Avatar']",Guitar Hero,"['Vicarious Visions', 'Budcat Creations']",Activision,320697b7-6d8f-44db-ab43-8a6b10f027f6,/games/band-hero
1200,Bandits: Phoenix Rising Review,7.2,good,Dan Adams,,2003-04-16,6bca79a1-2d0a-472d-9d05-80effa04e693,/articles/2003/04/16/bandits-phoenix-rising-review,Bandits: Battlezone,2002-09-04,"['PC', 'Arcade']","['Action', 'Racing', 'Sampler']","['Online', 'Memory Card', 'Number Of Players', 'Vibration', 'DualShock']",,GRIN,"['TLC Industries', 'PAN Vision']",3e640683-38d6-43fa-93f0-e41ae1ec1e78,/games/bandits-phoenix-rising
1201,Band of Bugs Review,6.2,okay,Erik Brudvig,,2007-06-22,1ebbca0a-b709-4a1a-8474-897f74547afe,/articles/2007/06/22/band-of-bugs-review,Band of Bugs,2007-06-20,"['Xbox 360', 'PC']",Strategy,"['Online - VS Number Of Players', 'Local - VS # of Players', 'Number Of Players', 'Online']",,NinjaBee,NinjaBee,84ccff4d-b8be-4937-b9fa-efd29c0130c3,/games/band-of-bugs
1202,Bangai-O,9,amazing,,,2001-01-18,eabb3ecb-64e2-4da1-87cd-f03ecbfd2ed0,/articles/2001/01/18/bangai-o-2,Bakuretsu Muteki Bangaioh,2001-03-21,"['Dreamcast', 'Nintendo 64']",Shooter,"['Number Of Players', 'Vibration', 'Memory Card', 'DualShock']",,Treasure,"['ESP', 'Conspiracy Entertainment', 'Electro Source', 'Swing! Entertainment']",dd4f5771-9312-4555-a50e-d21c51d93743,/games/bakuretsu-muteki-bangaioh
1203,Bangai-O HD: Missile Fury Review,8.5,great,Jack DeVries,,2011-05-05,89601422-53a3-43d2-8f6c-3c1830ad0249,/articles/2011/05/05/bangai-o-hd-missile-fury-review,Bangai-O HD: Missile Fury,2011-05-04,Xbox 360,Shooter,Number Of Players,Bangai-O,Treasure,D3 Publisher,42bab13b-bff4-4caf-b349-008d63ad5991,/games/bangai-o-hd-missile-fury
1204,Bangai-O Spirits Review,8.1,great,Daemon Hatfield,,2008-08-12,7cc1a452-372d-42ad-b0d6-60405c055c7e,/articles/2008/08/12/bangai-o-spirits-review,Bangai-O Spirits,2008-08-12,Nintendo DS,Shooter,"['Number Of Players', 'Multi-cartridge Multiplayer', 'Local - VS # of Players']",Bangai-O,Treasure,"['D3 Publisher', 'ESP']",49ec0899-cb64-437e-a8c6-fa5f70c6c822,/games/bangai-o-spirits
1205,Bang Attack Review,5,mediocre,Lucas M. Thomas,,2010-04-26,8ddd19cc-9dd5-4b8c-8ee8-ee32000cc19c,/articles/2010/04/26/bang-attack-review,Bang Attack,2010-04-19,Wii,Action,Number Of Players,,Engine Software,Engine Software,9739a5e0-5eb8-4ab9-9e08-fab637d59967,/games/bang-attack
1206,Bang! Gunship Elite,7.9,good,,,2000-07-25,7483d407-5927-4e5c-8a6c-b2ec6ef2fc9c,/articles/2000/07/25/bang-gunship-elite-3,Bang! Gunship Elite,2000-07-19,"['PC', 'Dreamcast']","['Action', 'Sampler']","['Number Of Players', 'Memory Card', 'DualShock']",,RayLand,Red Storm Entertainment,3f44f369-1062-4588-bb41-c37e69d31472,/games/bang-gunship-elite
1207,BANG: Gunship Elite,7,good,,,2000-12-06,eca53795-3efb-4872-bcf9-5d073566a117,/articles/2000/12/06/bang-gunship-elite,Bang! Gunship Elite,2000-07-19,"['PC', 'Dreamcast']","['Action', 'Sampler']","['Number Of Players', 'Memory Card', 'DualShock']",,RayLand,Red Storm Entertainment,3f44f369-1062-4588-bb41-c37e69d31472,/games/bang-gunship-elite
1208,Banished Review,8.3,great,Rowan Kaiser ,,2014-02-21,91dcaa2d-b679-46e9-a03c-c34bc7922b48,/articles/2014/02/21/banished-review,Banished,2014-02-18,PC,Simulation,,,Shining Rock Software,Shining Rock Software,04b219cc-943d-4d47-86b3-680f1a523d02,/games/banished
1209,Banjo-Kazooie: Grunty's Revenge,8,great,Craig Harris,,2003-09-12,dffffb36-3982-49b8-b510-df2855bea9d4,/articles/2003/09/12/banjo-kazooie-gruntys-revenge,Banjo-Kazooie: Grunty's Revenge,2003-09-12,"['Game Boy Advance', 'Wireless']","['Action', 'Platformer']","['Memory Card', 'Cartridge Save']",Banjo-Kazooie,Rare,"['THQ', 'In-Fusio']",bb688f4b-d2b4-4a06-85f9-bde34b65268c,/games/banjo-kazooie-gruntys-revenge
1210,Banjo-Kazooie: Missions,7.2,good,Levi Buchanan,,2005-06-15,7b86b8cc-a651-4586-93d6-d0f3b6a02c58,/articles/2005/06/15/banjo-kazooie-missions,Banjo-Kazooie: Grunty's Revenge,2003-09-12,"['Game Boy Advance', 'Wireless']","['Action', 'Platformer']","['Memory Card', 'Cartridge Save']",Banjo-Kazooie,Rare,"['THQ', 'In-Fusio']",bb688f4b-d2b4-4a06-85f9-bde34b65268c,/games/banjo-kazooie-gruntys-revenge
1211,Banjo-Kazooie: Nuts & Bolts AU Review,8,great,Patrick Kolan,,2008-11-17,55862869-4d9e-443c-b1de-f9655861a082,/articles/2008/11/17/banjo-kazooie-nuts-bolts-au-review,Banjo-Kazooie: Nuts & Bolts,2008-11-11,Xbox 360,Platformer,,Banjo-Kazooie,Rare,Microsoft,3b984cad-28ab-4d6f-b787-68bd8842f3b1,/games/banjo-kazooie-nuts-bolts
1212,Banjo-Kazooie: Nuts & Bolts Review,8.3,great,Erik Brudvig,,2008-11-05,db232a23-3c3a-4883-b421-7e797ac45f89,/articles/2008/11/05/banjo-kazooie-nuts-bolts-review,Banjo-Kazooie: Nuts & Bolts,2008-11-11,Xbox 360,Platformer,,Banjo-Kazooie,Rare,Microsoft,3b984cad-28ab-4d6f-b787-68bd8842f3b1,/games/banjo-kazooie-nuts-bolts
1213,Banjo-Kazooie: Nuts & Bolts UK Review,6.5,okay,Matt Wales,,2008-11-05,2d422e9b-d5b2-482a-94f7-f5d8ea625fbf,/articles/2008/11/05/banjo-kazooie-nuts-bolts-uk-review,Banjo-Kazooie: Nuts & Bolts,2008-11-11,Xbox 360,Platformer,,Banjo-Kazooie,Rare,Microsoft,3b984cad-28ab-4d6f-b787-68bd8842f3b1,/games/banjo-kazooie-nuts-bolts
1214,Banjo-Kazooie Review,9.6,amazing,Peer Schneider,,1998-06-30,0b5631dc-a879-43e7-a33f-5f926762754d,/articles/1998/06/30/banjo-kazooie-review-2,Banjo-Kazooie,1998-06-30,"['Nintendo 64', 'Xbox 360', 'Nintendo Switch']",Platformer,"['Vibration', 'Offline Versus Multiplayer']",Banjo-Kazooie,"['Rare', '4JStudios']","['Nintendo', 'Microsoft']",ea2c3877-20c0-41f0-9c6b-2e89e06268cc,/games/banjo-kazooie
1215,Banjo-Kazooie Review,8,great,Erik Brudvig,,2008-11-06,74eeef86-94a2-4fff-91b1-770dc777fbdb,/articles/2008/11/06/banjo-kazooie-review,Banjo-Kazooie,1998-06-30,"['Nintendo 64', 'Xbox 360', 'Nintendo Switch']",Platformer,"['Vibration', 'Offline Versus Multiplayer']",Banjo-Kazooie,"['Rare', '4JStudios']","['Nintendo', 'Microsoft']",ea2c3877-20c0-41f0-9c6b-2e89e06268cc,/games/banjo-kazooie
1216,Banjo Pilot,8,great,Craig Harris,,2005-01-21,1e8de1f1-104f-43b2-9f5b-c921949f8b37,/articles/2005/01/21/banjo-pilot-2,Banjo Pilot,2005-01-12,Game Boy Advance,"['Action', 'Racing']","['Memory Card', 'Multi-cartridge Multiplayer', 'Cartridge Save']",Banjo-Kazooie,Rare,THQ,1be4451a-44e6-4e8e-aaa5-8e14600c79fc,/games/banjo-pilot
1217,Banjo-Tooie Review,9.4,amazing,Fran Mirabella III,,2000-11-21,6f7c959e-513b-4f74-b79a-a511f6bea7d6,/articles/2000/11/21/banjo-tooie,Banjo-Tooie,2000-11-20,"['Nintendo 64', 'Xbox 360']","['Action', 'Platformer']","['Number Of Players', 'Vibration', '16:9', 'Local - VS # of Players']",Banjo-Kazooie,"['Rare', '4JStudios']","['Nintendo', 'Microsoft Game Studios']",031a3db2-b425-4139-8021-bac2e6e6e4b5,/games/banjo-tooie
1218,Banjo-Tooie Review,8.5,great,Daemon Hatfield,,2009-04-29,6f83cbae-31ed-4e22-aad3-e5104046c041,/articles/2009/04/29/banjo-tooie-review,Banjo-Tooie,2000-11-20,"['Nintendo 64', 'Xbox 360']","['Action', 'Platformer']","['Number Of Players', 'Vibration', '16:9', 'Local - VS # of Players']",Banjo-Kazooie,"['Rare', '4JStudios']","['Nintendo', 'Microsoft Game Studios']",031a3db2-b425-4139-8021-bac2e6e6e4b5,/games/banjo-tooie
1219,Bankshot Billiards 2,7.5,good,Jonathan Miller,,2005-12-22,12d4e86c-7b4b-423e-a53c-c3181c2b1e4b,/articles/2005/12/22/bankshot-billiards-2,Bankshot Billiards 2,2005-11-22,Xbox 360,Sports,"['Local - VS # of Players', 'Online', '720p', 'Online - VS Number Of Players', 'Number Of Players']",,"pixelStorm, Inc.",,beebaeb7-2df8-4cc1-9d53-f4cd575e1ec9,/games/bankshot-billiards-2
1220,Banzai Rabbit HD iPad Review,7.8,good,Levi Buchanan,,2010-07-13,c408d7ae-43d0-4fee-806d-f6c5369a8e02,/articles/2010/07/13/banzai-rabbit-hd-ipad-review,Banzai Rabbit,2010-06-09,"['iPad', 'iPhone']",Action,Number Of Players,,Revolutionary Concepts,Revolutionary Concepts,4dbf6f7d-f9d0-469b-9913-99414bf0dd8c,/games/banzai-rabbit
1221,Banzai Rabbit iPhone Review,7.8,good,Levi Buchanan,,2010-06-11,4fb1f4ee-f159-4c11-bb5f-3c51a83122a6,/articles/2010/06/11/banzai-rabbit-iphone-review,Banzai Rabbit,2010-06-09,"['iPad', 'iPhone']",Action,Number Of Players,,Revolutionary Concepts,Revolutionary Concepts,4dbf6f7d-f9d0-469b-9913-99414bf0dd8c,/games/banzai-rabbit
1222,Barbarian,7.8,good,Jeremy Dunham,,2002-06-28,75ca7b53-d364-4254-b05a-41087ed853a5,/articles/2002/06/28/barbarian,Barbarian,2002-06-28,"['PlayStation 2', 'Xbox', 'GameCube', 'Game Boy Advance']",Fighting,"['Number Of Players', 'Memory Card', 'Memory Blocks', 'Vibration', 'DualShock']",,"['Saffire', 'Titus']",Titus,41f42061-f019-4f23-b2d0-57c4af4fdba3,/games/barbarian
1223,Barbarian Review,7.4,good,,,2002-07-31,9d513109-c864-4470-8b21-a9ba5b81b84a,/articles/2002/07/31/barbarian-review,Barbarian,2002-06-28,"['PlayStation 2', 'Xbox', 'GameCube', 'Game Boy Advance']",Fighting,"['Number Of Players', 'Memory Card', 'Memory Blocks', 'Vibration', 'DualShock']",,"['Saffire', 'Titus']",Titus,41f42061-f019-4f23-b2d0-57c4af4fdba3,/games/barbarian
1224,Barbie as The Island Princess Review,4,bad,Meghan Sullivan,,2008-01-31,2ec49993-43b9-41ba-921a-5e2866152f74,/articles/2008/01/31/barbie-as-the-island-princess-review,Barbie as The Island Princess,2007-10-30,"['PlayStation 2', 'Nintendo DS', 'Game Boy Advance', 'PC', 'Wii']","['Adventure', 'Party']","['Number Of Players', 'Local - VS # of Players', 'Local - Co-Op # of Players']",Barbie,"['HumanSoft', 'Ivolgamus']",Activision,311969f5-2d30-4a72-8ab9-68e7bc5b019c,/games/barbie-as-the-island-princess
1225,Barbie as The Island Princess Review,5.5,mediocre,Lucas M. Thomas,,2008-01-17,c102fd03-b02d-4b43-8677-f4f26662c879,/articles/2008/01/17/barbie-as-the-island-princess-review-2,Barbie as The Island Princess,2007-10-30,"['PlayStation 2', 'Nintendo DS', 'Game Boy Advance', 'PC', 'Wii']","['Adventure', 'Party']","['Number Of Players', 'Local - VS # of Players', 'Local - Co-Op # of Players']",Barbie,"['HumanSoft', 'Ivolgamus']",Activision,311969f5-2d30-4a72-8ab9-68e7bc5b019c,/games/barbie-as-the-island-princess
1226,Barbie as The Island Princess Review,4,bad,Meghan Sullivan,,2008-01-17,dbbacc30-9c7a-4fbc-85c5-9bc5c5bb3f42,/articles/2008/01/17/barbie-as-the-island-princess-review-3,Barbie as The Island Princess,2007-10-30,"['PlayStation 2', 'Nintendo DS', 'Game Boy Advance', 'PC', 'Wii']","['Adventure', 'Party']","['Number Of Players', 'Local - VS # of Players', 'Local - Co-Op # of Players']",Barbie,"['HumanSoft', 'Ivolgamus']",Activision,311969f5-2d30-4a72-8ab9-68e7bc5b019c,/games/barbie-as-the-island-princess
1227,Barbie Groovy Games,3,awful,Nix,,2002-10-11,fdedd78c-ebfa-4a61-8e48-43371a75dd6b,/articles/2002/10/11/barbie-groovy-games,Barbie: Gotta Have Games,2002-09-01,"['Game Boy Advance', 'PlayStation']","['Action', 'Puzzle']","['Number Of Players', 'Memory Card']",Barbie,"['DICE Canada (Digital Illusions)', 'DICE  (Digital Illusions CE)']",Vivendi Games,dadf07f0-ff0e-4ba9-a90a-4d56da5f1930,/games/barbie-gotta-have-games
1228,Barbie Horse Adventures: Riding Camp Review,6.2,okay,Jimmy Thang,,2008-12-31,53fc468b-b075-4ff7-adcd-32fe2d0b0755,/articles/2008/12/31/barbie-horse-adventures-riding-camp-review,Barbie Horse Adventures: Riding Camp,2008-10-21,"['Wii', 'PlayStation 2', 'Nintendo DS', 'PC']",Adventure,,Barbie,,Activision,fb7c483d-d2f3-42c0-bb15-fcc4ec50c761,/games/barbie-horse-adventures-riding-camp
1229,Barbie Horse Adventures: Riding Camp Review,5,mediocre,Lucas M. Thomas,,2008-12-16,8bc74024-b41b-4f3e-b347-c3bcd4b948c9,/articles/2008/12/16/barbie-horse-adventures-riding-camp-review-2,Barbie Horse Adventures: Riding Camp,2008-10-21,"['Wii', 'PlayStation 2', 'Nintendo DS', 'PC']",Adventure,,Barbie,,Activision,fb7c483d-d2f3-42c0-bb15-fcc4ec50c761,/games/barbie-horse-adventures-riding-camp
1230,Barbie Horse Adventures: Wild Horse Rescue,4,bad,Ed Lewis,,2003-12-10,0347047b-19de-4fcb-aa61-e9155ff36880,/articles/2003/12/10/barbie-horse-adventures-wild-horse-rescue,Barbie Horse Adventures: Wild Horse Rescue,2003-11-03,"['PlayStation 2', 'Xbox', 'GameCube']",Adventure,"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Stereo Surround', 'Memory Blocks']",Barbie,"['Knowledge Adventure', 'Blitz Games']","['Ingram Entertainment', 'Vivendi Games']",69676b27-509b-4266-9f67-697c76cb0b48,/games/barbie-horse-adventures-wild-horse-rescue
1231,Barbie Horse Adventures: Wild Horse Rescue,4,bad,Ed Lewis,,2003-12-06,cf4b6b18-bdcb-4f32-86f0-cd95205f9ac6,/articles/2003/12/06/barbie-horse-adventures-wild-horse-rescue-2,Barbie Horse Adventures: Wild Horse Rescue,2003-11-03,"['PlayStation 2', 'Xbox', 'GameCube']",Adventure,"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Stereo Surround', 'Memory Blocks']",Barbie,"['Knowledge Adventure', 'Blitz Games']","['Ingram Entertainment', 'Vivendi Games']",69676b27-509b-4266-9f67-697c76cb0b48,/games/barbie-horse-adventures-wild-horse-rescue
1232,Barbie in The 12 Dancing Princesses Review,7,good,Lucas M. Thomas,,2006-11-22,58e1ecf9-c83f-4a1e-802b-29fe936ae498,/articles/2006/11/22/barbie-in-the-12-dancing-princesses-review,Barbie In The 12 Dancing Princesses,2006-10-10,"['Game Boy Advance', 'Nintendo DS', 'PC', 'PlayStation 2']",Adventure,"['Number Of Players', 'Memory Card', 'Local - VS # of Players']",Barbie,"['WayForward Technologies', 'Activision']","['Ingram Entertainment', 'Activision']",a809956b-382e-4c1b-beb8-7a3db2c6f107,/games/barbie-in-the-12-dancing-princesses
1233,Barbie: Secret Agent,7.5,good,Nix,,2002-11-06,c2f1c6e2-aab0-46b3-9b86-ab349f659dfa,/articles/2002/11/06/barbie-secret-agent,Barbie Superpack,2002-09-30,"['PC', 'Game Boy Advance']","['Action', 'Compilation', 'Puzzle']","['Number Of Players', 'Memory Card']",Barbie,DICE Canada (Digital Illusions),"['Mattel  Interactive', 'Vivendi Games']",f2ba8b46-cb4c-4435-8d08-d706c087f21d,/games/barbie-superpack
1234,Barnyard,6,okay,Mark Bozon,,2006-09-12,1e792f79-a678-47fb-b718-6a1fee74c7de,/articles/2006/09/12/barnyard,Barnyard,2006-08-01,"['GameCube', 'Game Boy Advance', 'PlayStation 2', 'PC', 'Wii']","['Adventure', 'Action']","['Number Of Players', 'Memory Card', 'DualShock', 'Vibration']",,"['Blue Tongue', 'Halfbrick Studios']","['THQ', 'Ingram Entertainment']",f7375114-fc4c-4ec1-964d-0468fe0d87c6,/games/barnyard
1235,Barnyard,6.7,okay,Mark Bozon,,2006-08-08,c54c6b2a-995b-4395-aa3b-62fa36a07f7b,/articles/2006/08/08/barnyard-3,Barnyard,2006-08-01,"['GameCube', 'Game Boy Advance', 'PlayStation 2', 'PC', 'Wii']","['Adventure', 'Action']","['Number Of Players', 'Memory Card', 'DualShock', 'Vibration']",,"['Blue Tongue', 'Halfbrick Studios']","['THQ', 'Ingram Entertainment']",f7375114-fc4c-4ec1-964d-0468fe0d87c6,/games/barnyard
1236,Barnyard Blast Review,7.2,good,Daemon Hatfield,,2008-03-18,9654f671-7ce2-4f0b-b1bf-45d9c1bdb798,/articles/2008/03/18/barnyard-blast-review,Barnyard Blast: Swine of the Night,2008-01-30,Nintendo DS,Shooter,Number Of Players,,Sanuk Games,,27d7cf0a-f974-4d32-9022-68b3e877dac5,/games/barnyard-blast-swine-of-the-night
1237,Barnyard Bouncin',6,okay,Levi Buchanan,,2003-07-14,8fe61300-13fe-4898-aae9-155665551209,/articles/2003/07/14/barnyard-bouncin,Barnyard Bouncin',,Wireless,Puzzle,,,Head First,,a8449feb-04e8-4d7d-8a67-d9983a0643b7,/games/barnyard-bouncin
